,Unnamed: 0,id,name,type,price,original_price,discount,discount_rate,rating_average,review_count,productset_group_name,day_ago_created,all_time_quantity_sold
130,130,144754811,BỘ 4 MÓC TREO CHỮ S,simple,20000,20000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Đồ dùng và thiết bị nhà tắm/Phụ kiện giặt ủi/Móc treo, kẹp quần áo",196.0,
131,131,2293351,Children’s Illustrated Dictionary,simple,221000,429000,208000,48,5.0,7,Nhà Sách Tiki/English Books/Dictionary/Children's & School Dictionary,1482.0,37.0
132,132,75666178, Mặt Nạ Cấp Nước Tức Thì JM Solution Water Luminous S.O.S Ampoule Hyaluronic Mask Black 30ml,simple,26000,50000,24000,48,0.0,0,Làm Đẹp - Sức Khỏe/Chăm sóc da mặt/Mặt nạ,519.0,5.0
133,133,174849618,Hoa tai Bạc S Jewelry BOHT04,simple,436000,436000,0,0,0.0,0,Đồng hồ và Trang sức/Trang sức/Bông tai,61.0,
134,134,174849703,Hoa tai Bạc S Jewelry BOHT05,simple,512000,512000,0,0,0.0,0,Đồng hồ và Trang sức/Trang sức/Bông tai,61.0,
135,135,153258155,Giày Thể Thao Sneakers Đen Bạc.(s),configurable,169000,169000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,171.0,
136,136,101360431,Thú Bông Usagyuuun Size S,simple,109000,109000,0,0,0.0,0,"Đồ Chơi - Mẹ & Bé/Đồ chơi/Búp bê, Thú bông/Thú bông",370.0,3.0
137,137,23297583,BÀN TRÀ BONNY S chân vàng,simple,2220000,2590000,370000,14,0.0,0,Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng khách/Bàn sofa/salon,1040.0,
138,138,68349420,Muối Tắm Bé S-BaBy,simple,180000,180000,0,0,0.0,0,Đồ Chơi - Mẹ & Bé/Đồ dùng cho bé/Đồ dùng vệ sinh cho bé/Sữa tắm cho bé,627.0,
139,139,2499575,Sherlock Holmes - The Devil’S Dust,simple,133333,264000,130667,49,4.0,3,"Nhà Sách Tiki/English Books/Fiction - Literature/Mystery, Thriller & Suspense",1463.0,16.0
140,140,57645898,Vòng Tay Phiten Rakuwa GS S Pro,configurable,580000,580000,0,0,0.0,0,Đồng hồ và Trang sức/Trang sức/Vòng tay,710.0,
141,141,30704605,Nhảy Lên Đường Cong Chữ S,simple,24000,100000,76000,76,5.0,9,Nhà Sách Tiki/Sách tiếng Việt/Sách kinh tế/Sách kinh tế học,995.0,64.0
142,142,31022867,"Ổ cứng SSD KINGFAST F10 256GB SATA3 6Gb/s 2.5"" (Read 550MB/s  Write 500MB/s) - Hàng chính hãng",simple,1329000,1329000,0,0,0.0,0,Laptop - Máy Vi Tính - Linh kiện/Thiết Bị Lưu Trữ/Ổ Cứng Di Động/Ổ Cứng SSD Di Động,1018.0,
143,143,51962768,Dao rọc 18mm Stanley 10-143-S,simple,20000,20000,0,0,0.0,0,Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Dụng cụ sửa chữa khác/Khác,802.0,1.0
144,144,138222556,Bao Tay Liveup TRAINING GLOVE-S/M,configurable,101000,115000,14000,12,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Phụ kiện - Chăm sóc xe/Đồ bảo hộ đi xe/Găng tay xe máy,218.0,1.0
145,145,174849652,Hoa tai Bạc S Jewelry BOHT03,simple,422000,422000,0,0,0.0,0,Đồng hồ và Trang sức/Trang sức/Bông tai,61.0,
146,146,11415356,Loa Bluetooth S 2025,configurable,249000,249000,0,0,0.0,0,Thiết Bị Số - Phụ Kiện Số/Thiết Bị Âm Thanh và Phụ Kiện/Loa Nghe Nhạc/Loa Bluetooth,1174.0,
147,147,115852403,Mồi câu Chép N&S vị Dâu,simple,20000,20000,0,0,0.0,0,Thể Thao - Dã Ngoại/Dụng cụ câu cá/Lưỡi - Mồi - Phao,320.0,5.0
148,148,142112694,Quần dài cạp cao size S,simple,479000,520000,41000,8,0.0,0,Thể Thao - Dã Ngoại/Trang phục thể thao nữ/Quần thể thao nữ,206.0,
149,149,153257632,Giày thể thao nam đen(s),configurable,120000,120000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày thể thao nam khác,171.0,
150,150,96304454,Set 30 Sticker  Jojo 's Bizarre Adventure,simple,39600,39600,0,0,4.5,2,Nhà Sách Tiki/Quà lưu niệm/Sticker - Decal trang trí,400.0,8.0
151,151,148585942,"Máy câu Daiwa Mg S 2500,4000 ",configurable,569000,1138000,569000,50,0.0,0,Thể Thao - Dã Ngoại/Dụng cụ câu cá/Máy câu,183.0,
152,152,142813077,Quần short cạp cao size S,simple,279000,349000,70000,20,0.0,0,Thể Thao - Dã Ngoại/Trang phục thể thao nữ/Quần thể thao nữ,203.0,
153,153,14807853,Bao cao su INNO delay 12`s,simple,90000,90000,0,0,5.0,1,Làm Đẹp - Sức Khỏe/Hỗ trợ tình dục/Bao cao su,1139.0,52.0
154,154,2132409,Bút Thử Điện Stanley 66-119-S (100-500V),simple,29000,29000,0,0,5.0,4,"Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Thùng đồ nghề, túi công cụ",1496.0,31.0
155,155,20325862,Bông tai nam châm chữ S,configurable,31000,35000,4000,11,4.6,5,Đồng hồ và Trang sức/Trang sức/Bông tai,1092.0,22.0
156,156,2293281,Human Body A Children’s Encyclopedia,simple,322000,644000,322000,50,4.8,4,"Nhà Sách Tiki/English Books/Children's Books/Science, Nature & How It Works/Human body",1482.0,29.0
157,157,49994410,Áo Nhiếp Ảnh Lowepro S&F Technical Vest (S/M) | Chính Hãng,simple,1249999,1249999,0,0,1.7,3,"Máy Ảnh - Máy Quay Phim/Phụ Kiện Máy Ảnh, Máy Quay/Phụ Kiện Máy Ảnh, Máy Quay Khác",825.0,11.0
158,158,165665648,KỆ TIVI HÀN QUỐC MOOL S 1M2,simple,6804000,8510000,1706000,20,0.0,0,Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng khách/Kệ & Tủ,106.0,
159,159,144098166,Phuộc Sau Dành Cho Xe Wave S ,simple,320000,320000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Phụ kiện - Chăm sóc xe/Phụ tùng xe máy/Phuộc - Giảm xóc,199.0,
160,160,68423760,Tô Hoài’s Selected Stories For Children: A MOUSE’S WEDDING - Ấn Bản Kỉ Niệm 100 Năm Tô Hoài,simple,121600,128000,6400,5,0.0,0,Nhà Sách Tiki/Sách tiếng Việt/Sách thiếu nhi /Truyện tranh thiếu nhi,628.0,
161,161,152781233,Ghế gấp GG08-S Nội thất 190,configurable,330000,330000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng học, làm việc/Nội thất phòng học, làm việc khác",172.0,
162,162,155125676,Thùng gỗ xông đầu dưỡng s.inh,simple,730000,730000,0,0,0.0,0,Nhà Cửa - Đời Sống/Ngoài trời & sân vườn/Dụng cụ ngoài trời khác,164.0,
163,163,32225643,Bút Cao Cấp CEO - 6635B(S),simple,150000,150000,0,0,0.0,0,Nhà Sách Tiki/Văn phòng phẩm/Dụng Cụ Văn Phòng/Bút Viết Văn Phòng/Bút Cao Cấp,1004.0,
164,164,162166116,VỢT CẦU LÔNG ALTIUS 01 FEEL S,simple,4800000,4800000,0,0,0.0,0,Thể Thao - Dã Ngoại/Các môn thể thao chơi vợt/Cầu lông/Vợt cầu lông,119.0,
165,165,68585413,"Bộ bong bóng IT""S GIRL",simple,77220,118800,41580,35,0.0,0,Nhà Sách Tiki/Quà lưu niệm/Phụ kiện - Vật liệu trang trí,623.0,
166,166,43801670,Phuộc giảm sóc wave s đùm,simple,488000,488000,0,0,4.0,2,Ô Tô - Xe Máy - Xe Đạp/Phụ kiện - Chăm sóc xe/Phụ tùng xe máy/Phuộc - Giảm xóc,923.0,1.0
167,167,48755805,Assassin’s Creed Odyssey,simple,179000,179000,0,0,4.5,12,Nhà Sách Tiki/English Books/Fiction - Literature/Science Fiction & Fantasy,848.0,55.0
168,168,142809605,QUẦN SHORT CẠP CAO SIZE S,simple,279000,279000,0,0,0.0,0,Thể Thao - Dã Ngoại/Trang phục thể thao nữ/Quần thể thao nữ,203.0,
169,169,51260183,Kềm Bấm 10In-254Mm Stanley 84-369-1-S,simple,215000,215000,0,0,5.0,2,Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Dụng cụ sửa chữa khác/Kềm & Dũa các loại,807.0,20.0
170,170,2245289,The Essential Manager’s Handbook,simple,441750,465000,23250,5,5.0,4,Nhà Sách Tiki/English Books/Business & Economics/Management - Leadership,1485.0,49.0
171,171,179121736,Sika AnchorFix S,simple,376000,376000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Sơn, dầu mỡ, hóa chất/Hóa chất",33.0,
172,172,54977716,Combo 2 hộp Kem Đánh Răng P/S Ngừa Sâu Răng Vượt Trội 180g tặng KĐR P/S 30g,simple,59000,59000,0,0,0.0,0,Làm Đẹp - Sức Khỏe/Chăm sóc cá nhân/Chăm sóc răng miệng/Kem đánh răng,756.0,9.0
173,173,15254445,Phuộc giảm sóc wave s 110,simple,615000,615000,0,0,3.0,2,Ô Tô - Xe Máy - Xe Đạp/Phụ kiện - Chăm sóc xe/Phụ tùng xe máy/Phuộc - Giảm xóc,1133.0,9.0
174,174,77035265,DAO RỌC GIẤY KDS S-18,simple,150000,150000,0,0,0.0,0,Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Dụng cụ sửa chữa khác/Khác,491.0,1.0
175,175,168183407,Hộp Thiếc Đựng Tiền S-210,configurable,45350,45350,0,0,0.0,0,Nhà Sách Tiki/Quà lưu niệm/Quà tặng trang trí khác,97.0,
176,176,140474055,Dép nam Bita's S.209,configurable,220000,220000,0,0,0.0,0,Giày - Dép nam/Dép nam/Dép nam xỏ ngón,210.0,1.0
177,177,159027063,Bộ dao S 3 món ,simple,2770700,2770700,0,0,0.0,0,"Nhà Cửa - Đời Sống/Dụng cụ nhà bếp/Dao, kéo và phụ kiện/Dao các loại",148.0,1.0
178,178,99144933,Combo 5 Mặt Nạ JMSolution Dưỡng Sáng Cấp Ẩm Da S.O.S Ampoule Vita Mask 30ml x5,simple,99000,195000,96000,49,5.0,2,Làm Đẹp - Sức Khỏe/Chăm sóc da mặt/Mặt nạ,380.0,8.0
179,179,43184604,Bộ 8 móc treo inox chữ S,simple,27799,27799,0,0,4.3,12,"Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Giá, móc, cây treo",917.0,66.0
180,180,110779252,Combo Cây Lưỡi Hổ S + Chậu Gỗ Trụ Tròn S ,simple,180000,180000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Ngoài trời & sân vườn/Hoa tươi, Cây cảnh & Hạt giống/Cây cảnh",343.0,
181,181,119259708,"8"" Cảo 3 chấu Stanley 70875-S",simple,1580000,1580000,0,0,0.0,0,Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Dụng cụ sửa chữa khác/Khác,297.0,
182,182,176149732,áo sơ mi thiết kế size s,simple,30000,30000,0,0,0.0,0,Thời trang nữ/Áo nữ/Áo sơ mi nữ,55.0,
183,183,50370623,GROWATT INVERTER 15000TL3-S,simple,26034000,26034000,0,0,0.0,0,Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Thiết bị điều khiển thông minh,813.0,
184,184,125097231,Thú Bông Doraemon Size S,simple,125000,125000,0,0,5.0,1,"Đồ Chơi - Mẹ & Bé/Đồ chơi/Búp bê, Thú bông/Thú bông",265.0,1.0
185,185,67845285,Ghế hơi sofa hình chữ S,simple,849000,849000,0,0,5.0,4,Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng ngủ/Ghế các loại,634.0,10.0
186,186,105362721,Núm vú Wesser cổ hẹp size S,simple,78320,89000,10680,12,4.0,1,Đồ Chơi - Mẹ & Bé/Đồ dùng cho bé/Đồ dùng ăn uống cho bé/Núm ti,273.0,6.0
187,187,148715415,Gối tựa đầu S-Class Maybach -Skylife,configurable,468000,468000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Phụ kiện - Chăm sóc xe/Phụ kiện ô tô/Phụ kiện nội thất ô tô,183.0,
188,188,130776903,Bộ bài Pixie’s Astounding Lenormand V1,simple,129000,129000,0,0,0.0,0,Đồ Chơi - Mẹ & Bé/Đồ chơi/Boardgame,239.0,
189,189,153817612,QUẦN TẤT THON CHÂN LET’S SLIM,simple,188000,188000,0,0,0.0,0,Thời trang nữ/Đồ lót nữ/Quần lót nữ/Đồ lót tạo dáng,168.0,
190,190,138116222,DRESS99-ĐẦM SỌC ĐUÔI CÁ S-6XL,configurable,400000,400000,0,0,0.0,0,Thời trang nữ/Đầm nữ/Đầm dáng ôm,218.0,
191,191,143891054,Túi vận chuyển trong suốt size S,simple,300000,300000,0,0,0.0,0,Bách Hóa Online/Chăm sóc thú cưng/Phụ kiện thú cưng/Dành cho chó/Phụ kiện cho chó,200.0,
192,192,101901274,Bộ dao Professional S ZWILLING 2 món,simple,4779000,4779000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Dụng cụ nhà bếp/Dao, kéo và phụ kiện/Dao các loại",379.0,
193,193,181711962,Nước hoa nữ Le’s Smart 50ml,configurable,490000,490000,0,0,0.0,0,Làm Đẹp - Sức Khỏe/Nước hoa/Nước hoa nữ,26.0,
194,194,75982341,Tai nghe không dây PB.S-20,configurable,772000,849000,77000,9,0.0,0,Thiết Bị Số - Phụ Kiện Số/Thiết Bị Âm Thanh và Phụ Kiện/Tai Nghe Bluetooth/Tai Nghe Bluetooth Nhét Tai,517.0,
195,195,31030083,"Ổ cứng PCIe Adata ASX6000LNP 256GB PCIe NVMe 3x4 (Doc 1800MB/s, Ghi 900MB/s) - Hàng chính hãng",simple,1429000,1429000,0,0,0.0,0,Laptop - Máy Vi Tính - Linh kiện/Thiết Bị Lưu Trữ/Ổ Cứng Gắn Trong/Ổ Cứng SSD,1008.0,
196,196,131126082,Túi vải 2in1 2 Túi (S) - May’s Tote Bag,configurable,150000,150000,0,0,5.0,1,Túi thời trang nữ/Túi tote nữ/Túi tote có khóa,239.0,1.0
197,197,85083586,Móc sắt chữ S combo 10 cây,simple,45500,45500,0,0,5.0,2,"Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Giá, móc, cây treo",444.0,17.0
198,198,148589179,"máy câu , daiwa mg s",simple,567000,1134000,567000,50,0.0,0,Thể Thao - Dã Ngoại/Dụng cụ câu cá/Máy câu,185.0,
199,199,65083452,Máy Hút Sữa Spectra Dual S,simple,4780000,4780000,0,0,0.0,0,"Đồ Chơi - Mẹ & Bé/Chăm sóc mẹ mang thai, sau sinh/Máy hút sữa, Túi trữ sữa/Máy hút sữa",641.0,
200,200,31518934,Khay Cắm Bút Olife S-833,simple,199000,199000,0,0,0.0,0,Nhà Sách Tiki/Văn phòng phẩm/Dụng Cụ Văn Phòng/Cắm Viết Các Loại,1011.0,
201,201,99167161,Quần ngố jean size s-35,configurable,201500,201500,0,0,0.0,0,Thời trang nữ/Quần nữ/Quần shorts nữ,391.0,
202,202,110944419,Máy hút sữa Spectra Dual S,simple,4780000,4780000,0,0,0.0,0,"Đồ Chơi - Mẹ & Bé/Chăm sóc mẹ mang thai, sau sinh/Máy hút sữa, Túi trữ sữa/Máy hút sữa",342.0,
203,203,21495761,GROWATT INVERTER 30000TL3-S,simple,48949000,48949000,0,0,0.0,0,Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Thiết bị điều khiển thông minh,1070.0,
204,204,48317868,Combo 5 Mặt Nạ JM Solution Water Luminous S.O.S Ringer Mask 30ml x5,simple,95000,95000,0,0,0.0,0,Làm Đẹp - Sức Khỏe/Chăm sóc da mặt/Mặt nạ,858.0,
205,205,117405254,Tuốc nơ vít Fujiya FTSD-8-150-S,simple,207453,218372,10919,5,0.0,0,"Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Các loại máy và phụ kiện/Máy vặn vít, tua vít",307.0,
206,206,17963612,Happy: A Children’S Book Of Mindfulness,simple,631000,631000,0,0,0.0,0,"Hàng Quốc Tế/Sách, Văn phòng phẩm & Quà lưu niệm/English Books/Children's Books",1109.0,
207,207,116780806,Tuốc nơ vít Fujiya FTSD+2-125-S,simple,152152,160160,8008,5,0.0,0,"Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Các loại máy và phụ kiện/Máy vặn vít, tua vít",313.0,
208,208,10184460,Bàn Rec-S Mặt Cánh Gián Ibie,configurable,2190000,3370000,1180000,35,0.0,0,"Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng học, làm việc/Bàn làm việc",1239.0,
209,209,114269233,tem rời dành cho xe wave s,simple,250000,250000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Phụ kiện - Chăm sóc xe/Phụ kiện xe máy/Decal trang trí,328.0,
210,210,120755765,BẢNG TREO DỤNG CỤ GARANT 96902 S,simple,1491500,1491500,0,0,0.0,0,"Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Thùng đồ nghề, túi công cụ",277.0,
211,211,174566726,COMBO 10 Móc Đa Năng Chữ S,simple,56000,56000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Giá, móc, cây treo",62.0,1.0
212,212,110874837,Đèn led gắn tường LWA8011-S,configurable,359000,359000,0,0,0.0,0,Nhà Cửa - Đời Sống/Đèn & thiết bị chiếu sáng/Đèn khác,343.0,
213,213,105798511,Bản lề sàn S-80-Panasonic,simple,1700000,1700000,0,0,0.0,0,Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Dụng cụ sửa chữa khác/Khác,327.0,
214,214,172831202,Bộ 4 Móc Treo Chữ S,simple,35000,35000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Giá, móc, cây treo",77.0,
215,215,130022354,Bộ tem Honda CB400 Version S,simple,150000,150000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Phụ kiện - Chăm sóc xe/Phụ kiện xe máy/Decal trang trí,210.0,
216,216,136602238,Bộ giải mã âm thanh S-M-S-L M200 chính hãng mới 100%,simple,6300000,6300000,0,0,0.0,0,Thiết Bị Số - Phụ Kiện Số/Thiết Bị Âm Thanh và Phụ Kiện/Máy Thu và Máy Phát Âm Thanh/Máy Nghe Nhạc,224.0,
217,217,119245055,"Dép bít mũi nam,S",configurable,328000,420000,92000,22,0.0,0,Giày - Dép nam/Dép nam/Dép nam quai ngang,297.0,
218,218,147575562,A Woman’s Fortune,simple,125100,139000,13900,10,0.0,0,Nhà Sách Tiki/English Books/Fiction - Literature/Contemporary,188.0,
219,219,163842714,Giá kệ úp bát đĩa chữ s,simple,370000,370000,0,0,0.0,0,Nhà Cửa - Đời Sống/Dụng cụ nhà bếp/Kệ nhà bếp,107.0,
220,220,99053944,Tất len nơ bé gái (S.M),configurable,32500,32500,0,0,0.0,0,"Đồ Chơi - Mẹ & Bé/Thời Trang Cho Mẹ Và Bé/Phụ kiện cho bé/Giày, dép cho bé",391.0,
221,221,179551937,Ổ khóa cửa vân tay cao cấp thông minh chống trộm K.R.A.S.S K250,simple,2387000,2387000,0,0,0.0,0,Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Bảo vệ nhà cửa/Khóa cửa thông minh,21.0,1.0
222,222,130623686,đầm bi cao cấp size s-6xl,simple,480000,504000,24000,5,0.0,0,Thời trang nữ/Đầm nữ/Đầm suông,241.0,
223,223,111390021,Bánh Cheese Caramel Size S,simple,24000,24000,0,0,5.0,4,"TIKINGON/Bánh kẹo, giỏ quà/Bánh quy, bánh ngọt",341.0,12.0
224,224,169298657,ĐĨA XẾP CHỮ S- VIỆT NAM,configurable,940000,940000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Đồ dùng phòng ăn/Tô, chén, dĩa",94.0,
225,225,146034395,BỘ 4 MÓC TREO CHỮ S,simple,20000,20000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Đồ dùng và thiết bị nhà tắm/Phụ kiện giặt ủi/Móc treo, kẹp quần áo",193.0,
226,226,153258818,Giày thể thao nam thời trang(s),configurable,209000,209000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày thể thao nam khác,171.0,1.0
227,227,72294528,Lotteria - Gà H&S (1 miếng),simple,31000,37000,6000,16,4.5,2,Voucher - Dịch vụ/Nhà hàng - Ăn uống/Nhà hàng,587.0,82.0
228,228,142833064,Quần short cạp cao size S,simple,279000,349000,70000,20,5.0,1,Thể Thao - Dã Ngoại/Trang phục thể thao nữ/Quần thể thao nữ,203.0,2.0
229,229,39950697,Túi y tế đen size S,simple,75000,75000,0,0,5.0,4,Làm Đẹp - Sức Khỏe/Thiết bị chăm sóc sức khỏe/Thiết bị khác,952.0,21.0
230,230,73668556,Hard Pushed: A Midwife’s Story,simple,134100,149000,14900,10,5.0,1,Nhà Sách Tiki/English Books/Biographies & Memoirs/Business Leaders,557.0,2.0
231,231,422661,Sổ Tay Animal Fun S-Mẫu 3,simple,28000,28000,0,0,0.0,0,Nhà Sách Tiki/Văn phòng phẩm/Sổ Tay Các Loại,737621.0,1.0
232,232,87045285,Little Spider’s Shapes,simple,94500,105000,10500,10,0.0,0,"Nhà Sách Tiki/English Books/Children's Books/Early Learning/Number, Shape & Colour",440.0,
233,233,14977758,Giant’s Bread,simple,177000,177000,0,0,5.0,1,Nhà Sách Tiki/English Books/Fiction - Literature,1138.0,2.0
234,234,145383806,Sandal đẹp Em’s Shoes MS: ES16,configurable,315000,315000,0,0,0.0,0,Giày - Dép nữ/Giày Đế xuồng nữ ,195.0,
235,235,176424015,TPHCM TPHCM Đồ chơi siêu nhân Bandai Ultraman Galaxy S DX Graphics Thorium Breath	 Bandai Ultraman Galaxy S Dx,simple,450000,450000,0,0,0.0,0,Đồ Chơi - Mẹ & Bé/Thời Trang Cho Mẹ Và Bé/Thời trang bé gái/Giày bé gái/Giày lười & Xăng đan bé gái,50.0,
236,236,12225656,Nến Hũ S Beach Walk,simple,359000,359000,0,0,0.0,0,Nhà Cửa - Đời Sống/Trang trí nhà cửa/Trang trí nhà cửa/Nến trang trí & Phụ kiện,1170.0,3.0
237,237,153258957,Giày thể thao nam thời trang(s),configurable,196000,196000,0,0,5.0,1,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày thể thao nam khác,171.0,2.0
238,238,156934670,Đất nền Akadama size S -1kg,simple,40000,40000,0,0,5.0,1,Bách Hóa Online/Chăm sóc thú cưng/Phụ kiện thú cưng/Dành cho Cá/Bể cá & Phụ kiện,157.0,2.0
239,239,68083146,Sữa Rửa Mặt S-mom,simple,120000,120000,0,0,4.5,2,Làm Đẹp - Sức Khỏe/Chăm sóc da mặt/Sữa rửa mặt,628.0,3.0
240,240,174442320,Quạt Sạc Tích Điện  S.H 7115,simple,859000,859000,0,0,0.0,0,Điện Gia Dụng/Thiết bị gia đình/Quạt điện/Quạt sạc,63.0,
241,241,76207044,Bộ Herbcrafter’s Herbcrafters Tarot,simple,139000,139000,0,0,4.0,1,Đồ Chơi - Mẹ & Bé/Đồ chơi/Boardgame,511.0,1.0
242,242,316820,One Hundred Years of Solitude (P.S.),simple,166000,166000,0,0,5.0,4,Nhà Sách Tiki/English Books/Fiction - Literature/Classic,1880.0,50.0
243,243,72028382,"Mặt Nạ Dưỡng Trắng, Căng Bóng Da Jm Solution Water Luminous S.O.S Ampoule Vita Mask 30ml",simple,20000,39000,19000,49,5.0,1,Làm Đẹp - Sức Khỏe/Chăm sóc da mặt/Mặt nạ,592.0,28.0
244,244,9944322,Thanh Móc Chữ S HY0155 (6 Cái),simple,55200,69000,13800,20,4.5,2,"Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Giá, móc, cây treo",1252.0,27.0
245,245,134404134,"Sữa tắm chó, mèo - S.O.S 530ml Sữa tắm chó mèo mượt lông trị nấm ghẻ",configurable,77000,77000,0,0,0.0,0,Bách Hóa Online/Chăm sóc thú cưng/Phụ kiện thú cưng/Các Loại Thú Nuôi Khác,231.0,
246,246,34544314,"Kềm điện 8"" Stanley 84-113-S",simple,133000,133000,0,0,0.0,0,Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Dụng cụ sửa chữa khác/Kềm & Dũa các loại,991.0,1.0
247,247,168192632,Hộp Thiết Đựng Tiền S-179,configurable,53300,53300,0,0,0.0,0,Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng ngủ/Tủ,97.0,2.0
248,248,5136705,Dầu gội Fixderma Bioteez-S Shampoo (75g),simple,306000,306000,0,0,4.7,10,"Làm Đẹp - Sức Khỏe/Chăm sóc tóc và da đầu/Dầu gội, dầu xả/Dầu Gội",1356.0,123.0
249,249,55287879,Roald Dahl’s Opposites,simple,146700,163000,16300,10,0.0,0,"Nhà Sách Tiki/English Books/Children's Books/Early Learning/Number, Shape & Colour",750.0,3.0
250,250,12225641,Nến Hũ S MidSummer's Night,simple,360000,360000,0,0,5.0,1,Nhà Cửa - Đời Sống/Trang trí nhà cửa/Trang trí nhà cửa/Nến trang trí & Phụ kiện,1172.0,13.0
251,251,153259478,Giày lười nam vải bò(s),configurable,155000,155000,0,0,0.0,0,Giày - Dép nam/Giày lười nam/Giày lười vải nam,171.0,1.0
252,252,175195455,Giày Thể Thao nữ Biti’s ÊMBRACE,configurable,500000,500000,0,0,4.7,3,Giày - Dép nữ/Giày thể thao nữ/Giày thể thao cổ thấp,59.0,4.0
253,253,32214967,Cáp S-Video sang RCA 1.5m,simple,165000,165000,0,0,0.0,0,Thiết Bị Số - Phụ Kiện Số/Phụ kiện máy tính và Laptop/Các Loại Cáp Chuyển Đổi/Bộ Chuyển Đổi Khác,1004.0,3.0
254,254,23297090,BÀN TRÀ BONNY S,simple,2500000,2500000,0,0,0.0,0,Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng khách/Bàn sofa/salon,1061.0,
255,255,171289474,Target B1 Preliminary Teacher’s Book,simple,464000,580000,116000,20,5.0,1,Nhà Sách Tiki/English Books/Education - Teaching/ELTs,84.0,1.0
256,256,166529575,Đầm body trễ vai nơ S.MLXL,configurable,190000,190000,0,0,0.0,0,Thời trang nữ/Đầm nữ/Đầm dáng ôm,103.0,
257,257,49119439,Rơ Le Thời Gian DH48S-S,simple,119900,119900,0,0,5.0,1,Thiết Bị Số - Phụ Kiện Số/Thiết Bị Thông Minh và Linh Kiện Điện Tử/Mạch Điện Lập Trình và Linh Kiện Điện Tử/Linh Kiện và Các Phần Cứng Khác,840.0,12.0
258,258,14953136,Thú Bông Doraemon Tagger (Size S),simple,129000,143000,14000,10,4.7,51,Nhà Sách Tiki/Quà lưu niệm/Thú Nhồi Bông,1138.0,357.0
259,259,101360374,Thú bông Dorami size S,simple,125000,125000,0,0,4.0,2,"Đồ Chơi - Mẹ & Bé/Đồ chơi/Búp bê, Thú bông/Thú bông",375.0,5.0
260,260,74943201,Keo Kết Cấu Super S-Bond,configurable,49700,49700,0,0,5.0,2,Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Dụng cụ sửa chữa khác/Khác,531.0,5.0
261,261,12300836,Áo Lót Không Gọng Size S,configurable,430000,430000,0,0,5.0,1,Thời trang nữ/Đồ lót nữ/Áo ngực,1178.0,
262,262,20859705,Dao rọc giấy KDS S-11,simple,176000,176000,0,0,0.0,0,Nhà Sách Tiki/Văn phòng phẩm/Dụng Cụ Văn Phòng/Kéo - Dao Rọc Giấy,1083.0,16.0
263,263,165670675,Bộ decal tem xe vespa sprint s,configurable,290000,290000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Phụ kiện - Chăm sóc xe/Phụ kiện xe máy/Decal trang trí,104.0,
